CustomerID,CustomerName,Email,TransactionDate,ProductCategory,Quantity,Price,SalesAmount,Discount,StoreLocation,PaymentMethod,Profit
CUST1,John,jane@example.com,09-06-2022,Groceries,2,22.647267590557767,1010.5330971980685,45.1693724554165,New York,Debit,374.4626515557066
CUST2,Bob,jane@example.com,01-18-2022,FURNITURE,4,453.3615595385437,3923.3183457589425,46.047191609066154,Los Angeles,Credit,781.6816440613611
CUST3,Jane,invalid_email,07-19-2024,Groceries,10,494.7216610242383,2499.434095654249,31.415947330137726,Los Angeles,Online,537.3577793734522
CUST4,Alice,alice@example.com,03-06-2024,Furniture,5,74.13428557693071,1953.6891261965177,22.438585469224652,Chicago,Online,656.3114180301077
CUST5,Bob,invalid_email,08-16-2024,FURNITURE,3,419.1211978485445,3012.5331074615538,20.16461269003492,Los Angeles,Online,957.1389521051295
CUST6,,,09-04-2024,Groceries,10,22.05814508292593,3271.173785085071,6.038203810388837,Chicago,Debit,135.64821816378065
CUST7,,jane@example.com,08-23-2023,Groceries,2,248.35607986212167,1589.9882297226638,17.11841716883305,Los Angeles,Cash,720.1633567545559
CUST8,Tom,,12-10-2023,FURNITURE,5,282.625396103823,4866.260979092388,19.245565156038996,Los Angeles,Online,652.3662323105791
CUST9,Bob,alice@example.com,01-23-2024,FURNITURE,5,466.2121603862593,3990.4794162143057,39.00349061328703,Los Angeles,Cash,317.42596517817134
CUST10,,alice@example.com,01-29-2024,FURNITURE,4,454.5007068941554,2283.703007487664,10.125921090191225,Houston,Online,359.56774474094334
CUST11,Alice,alice@example.com,07-12-2024,Groceries,3,161.05935287342786,130.61655868276455,21.843960076025926,New York,Credit,58.08941869558643
CUST12,Chris,invalid_email,10-29-2022,FURNITURE,1,250.7006791526726,2430.1314797991886,3.8821420617105753,San Francisco,Online,383.2616869650783
CUST13,Chris,john@example.com,12-20-2023,Electronics,-1,439.30254576390286,4489.312013069852,23.957193825572325,New York,Cash,165.61332004484294
CUST14,Chris,alice@example.com,06-14-2023,FURNITURE,10,281.4735064503642,4522.1805148007725,0.4974001647893467,Los Angeles,Online,390.125080121628
CUST15,Tom,invalid_email,08-16-2024,Furniture,4,38.36339968316029,4147.875639267286,36.87393161109466,San Francisco,Debit,621.1630143818858
CUST16,Jane,,02-02-2022,electronic,1,53.865335975303275,1648.3766318733533,18.98159409027939,New York,Online,275.63522238809384
CUST17,Tom,invalid_email,01-16-2024,Groceries,-1,416.44985253123815,4206.507558932127,26.952028786099447,New York,Debit,609.1227752563573
CUST18,Jane,john@example.com,12-22-2022,FURNITURE,2,171.5357983933309,407.72932126714255,39.90298867456121,Houston,Debit,459.581634490565
CUST19,Jane,invalid_email,08-19-2022,Furniture,5,331.0146218330755,4145.47299961847,19.936169793460778,New York,Online,512.2036516697701
CUST20,Alice,alice@example.com,02-23-2022,Groceries,2,180.52014237097498,3724.2314672610623,33.451123024142916,Los Angeles,Credit,154.3047543852602
CUST21,John,john@example.com,10-02-2022,electronic,2,54.49596343116194,2341.5941472508694,44.24083624700288,San Francisco,Credit,900.9875277313266
CUST22,Jane,,06-26-2022,Electronics,10,297.95251511594336,3026.1721993820875,32.42315817883514,New York,Online,803.0950564816992
CUST23,Alice,alice@example.com,10-11-2023,Groceries,4,95.42292771874564,2436.945200442613,5.357128850714721,Chicago,Debit,46.360517351023255
CUST24,Chris,john@example.com,12-18-2022,Groceries,3,273.3398535146537,4740.916679862813,28.42378858566692,Houston,Credit,646.0031664808157
CUST25,Tom,,12-28-2021,Groceries,1,179.96392551213845,2623.5316964953568,18.478536652440592,Los Angeles,Debit,202.6482566185803
CUST26,Chris,invalid_email,06-12-2022,Furniture,2,217.47404319960643,2362.2593452467368,5.901402453384325,San Francisco,Credit,237.3502999227324
CUST27,John,john@example.com,01-30-2023,FURNITURE,2,155.88632266074913,990.1134869830673,1.6720215569563268,Chicago,Online,712.2355054555655
CUST28,,alice@example.com,11-23-2023,Electronics,10,134.29738445160396,2097.0231597850166,11.297960547600738,Houston,Debit,87.23816654294573
CUST29,Tom,invalid_email,02-15-2022,electronic,-1,306.7129039042042,3135.8862115165357,29.024554717132673,Chicago,Credit,976.666624897751
CUST30,Tom,invalid_email,08-09-2024,FURNITURE,-1,287.6071668082427,1159.2848205695886,32.029267449070446,Houston,Online,383.20071692378485
CUST31,Jane,alice@example.com,05-05-2022,electronic,4,142.54405363758653,747.5139172632232,11.563568626679139,New York,Cash,868.1471126954964
CUST32,Chris,alice@example.com,06-24-2024,Groceries,10,439.9657875250402,1101.612072853545,32.80538118921375,Los Angeles,Cash,39.953991281556334
CUST33,Tom,invalid_email,09-04-2023,Furniture,5,200.78775270867715,3713.371012440892,31.30433924322945,Chicago,Debit,726.7922728755506
CUST34,Alice,john@example.com,04-07-2024,Electronics,3,495.9761651942092,1534.2194419760765,37.21059566472924,New York,Credit,310.84080064979116
CUST35,Bob,jane@example.com,10-19-2022,Furniture,4,372.51869114172837,1924.8379404518084,14.654974697968399,Chicago,Credit,135.67784019584937
CUST36,Chris,alice@example.com,02-20-2023,Groceries,5,114.2527701266268,4175.330697151955,31.99720132217594,San Francisco,Cash,65.46152120218679
CUST37,,alice@example.com,12-09-2023,FURNITURE,3,67.16505387599196,3667.423548692294,44.212820320712765,New York,Credit,710.2242426666876
CUST38,John,invalid_email,08-14-2024,FURNITURE,-1,151.60414629191146,1453.454755038825,17.805892675480955,Los Angeles,Credit,491.0931869079613
CUST39,Bob,jane@example.com,03-11-2024,Electronics,1,459.6005169274574,1194.4506607726464,19.599121661350726,New York,Cash,957.6193285674626
CUST40,John,jane@example.com,04-05-2023,Electronics,1,240.92105149910535,154.43303638788092,28.97577795881057,Chicago,Online,108.78498352056403
CUST41,Bob,,12-29-2021,Groceries,1,235.79860749663828,3503.4929030628364,36.73960265584581,Chicago,Online,652.2047980418931
CUST42,John,alice@example.com,09-12-2023,Groceries,2,64.02435594567719,156.48913198421027,26.721598497403015,New York,Credit,331.16624058917364
CUST43,Alice,john@example.com,04-11-2024,Electronics,3,206.55852836976703,-500.0,39.46826592508742,New York,Cash,634.6423055257769
CUST44,Alice,john@example.com,06-27-2024,Electronics,1,165.09722277623703,887.3543820158362,43.65580730784898,San Francisco,Online,867.1881126441361
CUST45,John,john@example.com,04-13-2024,FURNITURE,1,187.29031359779225,4948.8902987503525,4.30208918944407,Chicago,Cash,254.24402352237084
CUST46,Alice,invalid_email,11-12-2022,Electronics,10,183.61636159362564,778.7867976314858,10.639670560259457,Chicago,Online,161.08675234152955
CUST47,Tom,jane@example.com,08-01-2022,FURNITURE,4,450.9741252233778,689.0646753338993,35.05243996860634,New York,Debit,833.4057895457279
CUST48,Chris,alice@example.com,07-10-2022,Groceries,-1,235.39477322192062,892.139768253806,9.359542264662052,Houston,Credit,613.0130251600212
CUST49,Chris,,11-05-2023,electronic,-1,359.11705092590626,479.80721314386824,41.17984993699893,New York,Debit,397.65540202624607
CUST50,Chris,invalid_email,02-15-2024,Groceries,5,215.68319387258143,3327.634568498647,42.649253749891884,Chicago,Debit,269.0182010769588
CUST51,John,,07-19-2023,Furniture,2,292.47550545822253,3888.9103668990747,34.890406416287746,Los Angeles,Debit,502.8822239365567
CUST52,Jane,alice@example.com,01-01-2022,Groceries,-1,235.62334065560765,2491.2722391026787,26.264102066396845,New York,Cash,838.1444179955291
