CustomerID,CustomerName,Email,TransactionDate,ProductCategory,Quantity,Price,SalesAmount,Discount,StoreLocation,PaymentMethod,Profit,Status
CUST1,John,jane@example.com,2022-09-06,Groceries,2,22.647267590557767,1010.5330971980684,45.1693724554165,New York,Debit,374.4626515557066,Cleaned
CUST2,Bob,jane@example.com,2022-01-18,FURNITURE,4,453.3615595385437,3923.318345758943,46.04719160906616,Los Angeles,Credit,781.6816440613611,Cleaned
CUST3,Jane,invalid_email,2024-07-19,Groceries,10,494.7216610242383,2499.434095654249,31.41594733013773,Los Angeles,Online,537.3577793734522,Cleaned
CUST4,Alice,alice@example.com,2024-03-06,Furniture,5,74.13428557693071,1953.6891261965177,22.43858546922465,Chicago,Online,656.3114180301077,Cleaned
CUST5,Bob,invalid_email,2024-08-16,FURNITURE,3,419.1211978485445,3012.5331074615538,20.16461269003492,Los Angeles,Online,957.1389521051296,Cleaned
CUST9,Bob,alice@example.com,2024-01-23,FURNITURE,5,466.2121603862593,3990.4794162143057,39.00349061328703,Los Angeles,Cash,317.42596517817134,Cleaned
CUST11,Alice,alice@example.com,2024-07-12,Groceries,3,161.05935287342786,130.61655868276455,21.84396007602593,New York,Credit,58.08941869558643,Cleaned
CUST12,Chris,invalid_email,2022-10-29,FURNITURE,1,250.7006791526726,2430.1314797991886,3.8821420617105753,San Francisco,Online,383.2616869650783,Cleaned
CUST13,Chris,john@example.com,2023-12-20,Electronics,-1,439.30254576390286,4489.312013069852,23.957193825572325,New York,Cash,165.61332004484294,Cleaned
CUST14,Chris,alice@example.com,2023-06-14,FURNITURE,10,281.4735064503642,4522.1805148007725,0.4974001647893467,Los Angeles,Online,390.125080121628,Cleaned
CUST15,Tom,invalid_email,2024-08-16,Furniture,4,38.36339968316029,4147.875639267286,36.87393161109466,San Francisco,Debit,621.1630143818858,Cleaned
CUST17,Tom,invalid_email,2024-01-16,Groceries,-1,416.44985253123815,4206.507558932127,26.952028786099447,New York,Debit,609.1227752563573,Cleaned
CUST18,Jane,john@example.com,2022-12-22,FURNITURE,2,171.5357983933309,407.72932126714255,39.90298867456121,Houston,Debit,459.581634490565,Cleaned
CUST19,Jane,invalid_email,2022-08-19,Furniture,5,331.0146218330755,4145.47299961847,19.936169793460778,New York,Online,512.2036516697701,Cleaned
CUST20,Alice,alice@example.com,2022-02-23,Groceries,2,180.52014237097495,3724.2314672610623,33.45112302414292,Los Angeles,Credit,154.3047543852602,Cleaned
CUST21,John,john@example.com,2022-10-02,electronic,2,54.49596343116194,2341.5941472508694,44.24083624700288,San Francisco,Credit,900.9875277313266,Cleaned
CUST23,Alice,alice@example.com,2023-10-11,Groceries,4,95.42292771874564,2436.945200442613,5.357128850714721,Chicago,Debit,46.360517351023255,Cleaned
CUST24,Chris,john@example.com,2022-12-18,Groceries,3,273.3398535146537,4740.916679862813,28.42378858566692,Houston,Credit,646.0031664808157,Cleaned
CUST26,Chris,invalid_email,2022-06-12,Furniture,2,217.47404319960643,2362.2593452467368,5.901402453384325,San Francisco,Credit,237.3502999227324,Cleaned
CUST27,John,john@example.com,2023-01-30,FURNITURE,2,155.88632266074913,990.1134869830672,1.6720215569563268,Chicago,Online,712.2355054555655,Cleaned
CUST29,Tom,invalid_email,2022-02-15,electronic,-1,306.7129039042042,3135.886211516536,29.024554717132677,Chicago,Credit,976.666624897751,Cleaned
CUST30,Tom,invalid_email,2024-08-09,FURNITURE,-1,287.6071668082427,1159.2848205695886,32.029267449070446,Houston,Online,383.20071692378485,Cleaned
CUST31,Jane,alice@example.com,2022-05-05,electronic,4,142.54405363758653,747.5139172632232,11.56356862667914,New York,Cash,868.1471126954964,Cleaned
CUST32,Chris,alice@example.com,2024-06-24,Groceries,10,439.9657875250402,1101.612072853545,32.80538118921375,Los Angeles,Cash,39.953991281556334,Cleaned
CUST33,Tom,invalid_email,2023-09-04,Furniture,5,200.78775270867715,3713.371012440892,31.30433924322945,Chicago,Debit,726.7922728755506,Cleaned
CUST34,Alice,john@example.com,2024-04-07,Electronics,3,495.9761651942092,1534.2194419760765,37.21059566472924,New York,Credit,310.8408006497912,Cleaned
CUST35,Bob,jane@example.com,2022-10-19,Furniture,4,372.5186911417284,1924.8379404518084,14.6549746979684,Chicago,Credit,135.67784019584937,Cleaned
CUST36,Chris,alice@example.com,2023-02-20,Groceries,5,114.2527701266268,4175.330697151955,31.99720132217594,San Francisco,Cash,65.46152120218679,Cleaned
CUST38,John,invalid_email,2024-08-14,FURNITURE,-1,151.60414629191146,1453.454755038825,17.805892675480955,Los Angeles,Credit,491.0931869079613,Cleaned
CUST39,Bob,jane@example.com,2024-03-11,Electronics,1,459.6005169274574,1194.4506607726464,19.59912166135073,New York,Cash,957.6193285674626,Cleaned
CUST40,John,jane@example.com,2023-04-05,Electronics,1,240.92105149910532,154.43303638788092,28.97577795881057,Chicago,Online,108.78498352056404,Cleaned
CUST42,John,alice@example.com,2023-09-12,Groceries,2,64.02435594567719,156.48913198421027,26.72159849740301,New York,Credit,331.16624058917364,Cleaned
CUST43,Alice,john@example.com,2024-04-11,Electronics,3,206.55852836976703,-500.0,39.46826592508742,New York,Cash,634.6423055257769,Cleaned
CUST44,Alice,john@example.com,2024-06-27,Electronics,1,165.09722277623703,887.3543820158362,43.65580730784898,San Francisco,Online,867.1881126441361,Cleaned
CUST45,John,john@example.com,2024-04-13,FURNITURE,1,187.29031359779225,4948.8902987503525,4.30208918944407,Chicago,Cash,254.24402352237084,Cleaned
CUST46,Alice,invalid_email,2022-11-12,Electronics,10,183.61636159362564,778.7867976314858,10.639670560259455,Chicago,Online,161.08675234152955,Cleaned
CUST47,Tom,jane@example.com,2022-08-01,FURNITURE,4,450.9741252233778,689.0646753338993,35.05243996860634,New York,Debit,833.4057895457279,Cleaned
CUST48,Chris,alice@example.com,2022-07-10,Groceries,-1,235.39477322192064,892.139768253806,9.359542264662052,Houston,Credit,613.0130251600212,Cleaned
CUST50,Chris,invalid_email,2024-02-15,Groceries,5,215.68319387258143,3327.634568498647,42.64925374989189,Chicago,Debit,269.0182010769588,Cleaned
CUST52,Jane,alice@example.com,2022-01-01,Groceries,-1,235.62334065560765,2491.2722391026787,26.264102066396845,New York,Cash,838.1444179955291,Cleaned
CUST53,Jane,alice@example.com,2022-06-21,Furniture,4,394.2081930882133,2161.337578184929,13.863613686410286,San Francisco,Cash,486.312638864021,Cleaned
CUST54,Jane,jane@example.com,2022-11-06,Furniture,-1,194.392270798864,1970.224424560339,36.27524539105819,New York,Online,780.3051818164555,Cleaned
CUST55,Jane,alice@example.com,2023-06-19,Groceries,2,47.49467066787054,841.0379003679391,7.554865562936669,Chicago,Online,60.360965407807846,Cleaned
CUST57,Alice,john@example.com,2023-10-25,FURNITURE,3,118.92483189856294,4903.3480913321655,20.356608839474895,Houston,Credit,934.781916309797,Cleaned
CUST58,Alice,john@example.com,2021-12-27,Electronics,3,142.0515546289798,4417.636755793977,1.411934624796246,New York,Online,230.5778642571896,Cleaned
CUST59,John,alice@example.com,2024-02-26,electronic,3,65.1413130643174,2515.5040180730443,30.032602738528126,Los Angeles,Online,685.8591469291455,Cleaned
CUST60,Tom,jane@example.com,2023-07-13,Electronics,2,81.90796872472644,4316.716333993677,18.45050400931573,Chicago,Debit,282.4479813180129,Cleaned
CUST62,Chris,jane@example.com,2022-02-19,FURNITURE,4,346.5094753417942,2909.606940870025,31.613739094941955,Chicago,Cash,714.8343250292507,Cleaned
CUST63,John,john@example.com,2024-09-03,electronic,3,20.35540437446669,2823.348547251159,0.976544398674134,Los Angeles,Debit,638.9311812034746,Cleaned
CUST64,Tom,invalid_email,2023-09-03,Groceries,3,200.1255490635409,1295.0539178682295,7.546787961168594,Chicago,Debit,472.2774544319864,Cleaned
CUST66,Chris,alice@example.com,2022-09-21,Groceries,5,250.4924912233786,3699.788057784687,34.15657676530709,San Francisco,Online,456.27293894250965,Cleaned
CUST67,John,invalid_email,2022-10-23,electronic,2,187.95830908297225,3150.463688797593,2.483145784572005,San Francisco,Debit,153.5849594484328,Cleaned
CUST69,Chris,john@example.com,2022-10-27,Electronics,4,268.1547233721666,4189.785721038071,22.88990674885849,San Francisco,Debit,81.73270328123711,Cleaned
CUST70,John,john@example.com,2024-08-10,Furniture,10,49.12989803187367,3407.87429525496,9.681074290637886,Los Angeles,Cash,258.2637753824474,Cleaned
CUST71,Bob,alice@example.com,2023-01-05,FURNITURE,5,131.6132071355817,4781.818908640603,21.420111592113365,New York,Debit,865.0241212728394,Cleaned
CUST72,Tom,alice@example.com,2023-03-20,Groceries,-1,84.41465618642118,208.06478062434343,41.212878646003965,Chicago,Cash,536.6921708477753,Cleaned
CUST74,Alice,invalid_email,2024-04-23,FURNITURE,1,88.50408150569531,4846.317685580148,37.28167923547881,Chicago,Cash,861.9745323126466,Cleaned
CUST75,Alice,alice@example.com,2022-06-19,Electronics,3,59.18912778719616,1698.2827253517785,29.177144556649985,Houston,Debit,960.8038480805678,Cleaned
CUST78,Jane,invalid_email,2024-04-20,Furniture,1,248.78633677034784,1833.4913269398264,38.929070195528645,Chicago,Debit,347.2364548383635,Cleaned
CUST79,Jane,john@example.com,2023-02-08,Furniture,4,100.3514443863076,3599.3256669784314,36.23502229680595,New York,Credit,213.03474153988608,Cleaned
CUST82,Tom,invalid_email,2022-06-09,Furniture,5,56.57871772395232,3855.4511959207057,19.97231537820867,Houston,Online,756.5362732741136,Cleaned
CUST84,Tom,alice@example.com,2024-05-24,Furniture,10,295.70957137594536,2126.0203322830903,5.431101588165854,New York,Debit,456.7955037717553,Cleaned
CUST85,Tom,john@example.com,2022-03-29,Electronics,2,467.6687841829952,368.066999571036,12.204899264673736,Houston,Credit,483.47143930441007,Cleaned
CUST86,Tom,john@example.com,2023-02-20,electronic,2,132.82424855648463,904.941896403881,0.2869422670497001,New York,Credit,703.7106364416009,Cleaned
CUST87,Bob,invalid_email,2022-05-16,Electronics,2,403.3127059044739,2027.2469387565743,33.19551526106457,Chicago,Credit,621.2777019726989,Cleaned
CUST88,Chris,alice@example.com,2023-03-06,Groceries,2,387.8105381380833,3526.796643409402,10.853220510923403,New York,Cash,343.13024759871035,Cleaned
CUST89,Jane,jane@example.com,2023-02-27,Electronics,4,296.56677120794274,3798.280675025957,22.0476890550245,Chicago,Online,469.3019402179913,Cleaned
CUST91,Chris,jane@example.com,2024-08-04,FURNITURE,2,89.14837005870446,3881.709689971576,34.170009747934735,San Francisco,Credit,490.0658916916901,Cleaned
CUST92,John,jane@example.com,2023-10-27,electronic,5,76.62570475009035,1025.1001325901764,38.0552709903517,Chicago,Debit,173.592852563663,Cleaned
CUST93,John,jane@example.com,2024-04-18,Furniture,3,36.39749226426764,58.88866068893751,44.97972894400202,Chicago,Cash,502.3152639489564,Cleaned
CUST94,John,alice@example.com,2024-01-09,Groceries,4,357.0334334873322,-500.0,20.81364115288377,Los Angeles,Credit,381.4997987747766,Cleaned
CUST96,John,john@example.com,2024-02-22,FURNITURE,10,194.83611520080197,4482.128415515058,38.92126661829567,San Francisco,Debit,631.4812702912957,Cleaned
CUST98,Tom,john@example.com,2023-05-06,Electronics,4,133.40304140824844,1895.614447962523,37.092789554189416,Chicago,Credit,824.119452518634,Cleaned
CUST101,Alice,invalid_email,2023-03-04,Furniture,3,219.57169279944557,3812.233451762803,11.453736915272176,Los Angeles,Credit,387.09764608292113,Cleaned
